n,edgeList,queries
,"[56343, 70843, 945797135]","[1185, 74898, 211730058]"
,"[53032, 99280, 754967948]","[88159, 26388, 782757428]"
,"[37425, 96011, 651385808]","[20032, 70168, 87896924]"
,"[70236, 54214, 274125496]","[82356, 29280, 541461286]"
,"[62779, 72876, 459518422]","[89423, 39759, 29421977]"
,"[67331, 88403, 452368528]","[28447, 73524, 227981935]"
,"[16633, 28035, 497796337]","[55665, 40145, 172879057]"
,"[49724, 7705, 974801460]","[46467, 86435, 70062367]"
,"[1267, 65562, 564271622]","[11781, 58848, 673513995]"
,"[35289, 40889, 489826538]","[78886, 1506, 996731162]"
,"[33923, 3097, 548866588]","[96752, 68797, 867001488]"
,"[98199, 30241, 470644658]","[88747, 60221, 351800251]"
,"[86160, 73071, 95102127]","[64115, 60473, 881524716]"
,"[73997, 14357, 614059064]","[64691, 83682, 498685858]"
,"[4263, 64316, 313077262]","[39222, 40416, 414940457]"
,"[81226, 74351, 140262357]","[22225, 85134, 7296195]"
,"[11239, 57302, 322955278]","[50423, 481, 694459164]"
,"[5716, 6599, 433430836]","[77079, 5915, 985416504]"
,"[74878, 96597, 779643549]","[10535, 480, 925499353]"
,"[69348, 26424, 422021470]","[7485, 81115, 633947059]"
,"[79682, 95730, 671440013]","[46449, 71188, 823666783]"
,"[16758, 25871, 843341578]","[48608, 656, 616588236]"
,"[42734, 30207, 299147145]","[11456, 92719, 116838482]"
,"[70822, 35260, 547459630]","[42691, 87395, 216249134]"
,"[57284, 35444, 482160941]","[19818, 92438, 151309193]"
,"[5121, 66082, 169350921]","[62838, 50477, 695356396]"
,"[15370, 29360, 616418274]","[86978, 85559, 45153804]"
,"[69177, 53768, 342052415]","[27345, 40147, 588631116]"
,"[35955, 56582, 201317634]","[35376, 59250, 802284890]"
,"[19403, 93639, 918782592]","[69614, 95817, 543454200]"
,"[1275, 22042, 70778983]","[6264, 1544, 281263858]"
,"[21823, 26122, 798305911]","[60271, 22924, 720092187]"
,"[95270, 64443, 736929663]","[93646, 33677, 992503049]"
,"[97326, 19449, 930096565]","[48456, 62889, 76530227]"
,"[1906, 47091, 969226345]","[22954, 82820, 427369858]"
,"[43103, 195, 943442431]","[64659, 61235, 182404900]"
,"[27280, 99793, 233865273]","[69232, 923, 478091108]"
,"[259, 7990, 22141830]","[95887, 22394, 55845492]"
,"[2382, 71898, 557268948]","[6522, 78571, 57676736]"
,"[49401, 32593, 851777318]","[8389, 45526, 301549859]"
,"[38232, 97488, 766992316]","[56707, 49561, 763132348]"
,"[52862, 59432, 256917101]","[72192, 4785, 522391620]"
,"[77823, 14579, 657330183]","[99079, 78670, 486892598]"
,"[632, 440, 554220402]","[71235, 34332, 189791242]"
,"[68300, 74938, 824760362]","[82550, 47351, 338913379]"
,"[74465, 11794, 130264299]","[27221, 75776, 741709018]"
,"[33046, 15612, 436147257]","[52052, 11511, 90048197]"
,"[347, 3033, 622389142]","[52810, 71995, 865387605]"
,"[12103, 50394, 609581925]","[37191, 57759, 988548316]"
,"[98693, 97174, 674068913]","[92226, 67032, 45988001]"
,"[19958, 30814, 149103784]","[40625, 941, 380411551]"
,"[89851, 64811, 216403563]","[62299, 23764, 945764250]"
,"[59866, 97276, 892998000]","[37464, 83426, 363751675]"
,"[76280, 88244, 571158211]","[68575, 76874, 536162416]"
,"[75650, 95257, 493739908]","[39452, 97648, 890959134]"
,"[96994, 93894, 663331845]","[12533, 78223, 427046661]"
,"[5862, 50882, 9563156]","[82475, 34884, 357472391]"
,"[71011, 96083, 361677487]","[26058, 61818, 341390013]"
,"[39348, 71214, 904783420]","[63964, 26338, 647033959]"
,"[10774, 71776, 456616662]","[33521, 17898, 939848958]"
,"[62918, 33818, 417157153]","[49545, 49695, 72422464]"
,"[32105, 5325, 54398125]","[5201, 78541, 651771542]"
,"[3022, 78213, 876104225]","[47411, 70382, 848909241]"
,"[77265, 67508, 297780845]","[28890, 89362, 256804893]"
,"[89692, 28720, 267405922]","[696, 48061, 728932999]"
,"[56958, 15563, 955972342]","[31072, 77188, 588758389]"
,"[12685, 94766, 896609475]","[11571, 86497, 752044892]"
,"[32023, 58414, 88564300]","[75823, 26109, 484062084]"
,"[12598, 68601, 947448824]","[16183, 62800, 378084223]"
,"[11162, 41725, 99285594]","[81647, 93968, 618481555]"
,"[86789, 79184, 596244498]","[96520, 20234, 918723387]"
,"[84641, 48415, 745502043]","[88953, 64192, 987958916]"
,"[33965, 43217, 538211481]","[8638, 95316, 80612993]"
,"[18549, 99513, 615609590]","[39531, 58976, 832608721]"
,"[40507, 19671, 19511082]","[77189, 25358, 311380543]"
,"[24787, 83351, 278930457]","[39950, 20624, 752571195]"
,"[87127, 1577, 73458530]","[27593, 51425, 792581069]"
,"[47581, 26667, 347830007]","[54109, 47127, 762557856]"
,"[99960, 31348, 298214707]","[96634, 86603, 626956049]"
,"[54116, 53885, 32181469]","[40769, 21199, 237486829]"
,"[58520, 42159, 402719556]","[17910, 31673, 411774409]"
,"[75334, 79588, 641271310]","[8630, 85366, 723684447]"
,"[32818, 37143, 624922748]","[58805, 98275, 552538129]"
,"[92281, 35826, 926886355]","[81011, 49429, 912475167]"
,"[53008, 56615, 474182382]","[98702, 83530, 95340998]"
,"[19434, 93862, 57626132]","[32890, 10244, 636739433]"
,"[12516, 7675, 591134014]","[35960, 37210, 465890368]"
,"[18081, 34995, 946218423]","[56638, 37808, 329935440]"
,"[84405, 94505, 17214208]","[43519, 25807, 687415820]"
,"[18255, 92581, 826771568]","[59874, 3317, 697788708]"
,"[70657, 12006, 739505680]","[63638, 48368, 180174441]"
,"[66452, 19950, 988540967]","[17754, 14556, 574492508]"
,"[18058, 85539, 238899189]","[46034, 5170, 616693526]"
,"[67284, 58554, 640447816]","[29111, 99051, 198762869]"
,"[37877, 147, 160300858]","[2585, 49783, 357647353]"
,"[51259, 18446, 36164369]","[50313, 59737, 29026949]"
,"[69583, 45436, 537726804]","[84018, 21288, 533658161]"
,"[9178, 65127, 281406202]","[31789, 65236, 872357893]"
,"[90285, 42567, 971558650]","[52287, 10326, 279500311]"
,"[17818, 61285, 244170516]","[79268, 79852, 560663513]"
,"[46990, 83515, 206860006]","[84889, 11968, 174224139]"
,"[53947, 40838, 171551119]","[74159, 11671, 518534164]"
,"[29133, 45146, 487944578]","[79333, 77334, 622018802]"
,"[2280, 1103, 316387958]","[71773, 76825, 47933854]"
,"[11428, 20902, 665456802]","[88590, 66296, 548773704]"
,"[12412, 73402, 149775417]","[31714, 87050, 682414328]"
,"[72307, 91910, 356498996]","[79993, 7281, 450415401]"
,"[14048, 71952, 124763824]","[90248, 63715, 755380992]"
,"[89996, 54876, 74564174]","[83211, 57003, 833630659]"
,"[82358, 23159, 844285111]","[58065, 23372, 531234033]"
,"[82778, 42908, 371462667]","[5389, 54035, 179179184]"
,"[73985, 2346, 308018617]","[10226, 76646, 600683913]"
,"[87236, 52111, 122859967]","[58466, 89146, 704474195]"
,"[4155, 7973, 498912276]","[12251, 51038, 822285414]"
,"[78854, 22661, 235217399]","[8520, 5789, 136583072]"
,"[7258, 34668, 457919260]","[5973, 8515, 287684353]"
,"[53529, 3084, 57748101]","[93836, 41926, 673256435]"
,"[11174, 16749, 602967882]","[88633, 1648, 390712798]"
,"[31759, 68468, 153893260]","[11310, 98789, 762011130]"
,"[60067, 11359, 31809299]","[36123, 79351, 649267223]"
,"[11761, 94818, 943796191]","[22436, 16998, 740718367]"
,"[97732, 23039, 215289345]","[70399, 74200, 726556138]"
,"[16666, 74422, 789208932]","[17171, 10245, 290065452]"
,"[82201, 55996, 73705700]","[11031, 48043, 378871850]"
,"[45986, 11740, 134318071]","[66509, 39519, 709761078]"
,"[3848, 85834, 971145179]","[15107, 46465, 212632630]"
,"[34667, 69776, 768079873]","[14146, 88547, 491219866]"
,"[49055, 1511, 534464107]","[35787, 63364, 945839586]"
,"[96394, 56280, 467320569]","[1382, 87563, 383327810]"
,"[98491, 42611, 240935164]","[74673, 86020, 975851513]"
,"[95749, 98817, 277614664]","[3055, 67320, 753221144]"
,"[40901, 50047, 778898869]","[45494, 54160, 331710677]"
,"[6029, 40037, 703399214]","[9902, 57717, 370035234]"
,"[23292, 18917, 472238098]","[3069, 37581, 852640502]"
,"[54914, 28673, 914967869]","[56521, 48076, 926815594]"
,"[83101, 39301, 411049145]","[70506, 35849, 494246811]"
,"[3296, 14034, 667909543]","[42045, 11974, 327960321]"
,"[11549, 43633, 254044980]","[17149, 17143, 11136092]"
,"[897, 47965, 536034023]","[18344, 13165, 987508219]"
,"[94264, 97454, 857436086]","[23076, 86170, 615103624]"
,"[82040, 26864, 785859826]","[75032, 88902, 61467260]"
,"[40517, 64463, 907681521]","[62892, 92322, 342393055]"
,"[19516, 34009, 252198813]","[55129, 13176, 436852489]"
,"[45838, 73181, 452964166]","[22493, 54056, 386857234]"
,"[10888, 64378, 440054095]","[91835, 59945, 517199679]"
,"[70091, 22161, 175215228]","[9348, 20295, 905984558]"
,"[41661, 99203, 109045767]","[21778, 78629, 48657404]"
,"[98232, 89048, 135525114]","[96231, 61501, 982696281]"
,"[60142, 87579, 196787757]","[85034, 3750, 62731676]"
,"[51673, 59383, 4073080]","[24286, 68250, 948389208]"
,"[66766, 51378, 909785760]","[45530, 44157, 684401669]"
,"[54828, 92221, 868914642]","[65849, 17522, 884248308]"
,"[50780, 46017, 750320019]","[32598, 22057, 244601934]"
,"[52453, 20007, 919043249]","[66743, 44445, 133178771]"
,"[17042, 36183, 82236166]","[52457, 7256, 947294417]"
,"[81448, 57924, 949052618]","[14776, 75691, 997657225]"
,"[53578, 71536, 474591566]","[599, 32289, 945582268]"
,"[66930, 35332, 848370835]","[31189, 17800, 754471977]"
,"[81729, 38463, 508207358]","[62282, 11920, 952195012]"
,"[61221, 10553, 711237419]","[96934, 58349, 907337436]"
,"[20924, 75783, 64520637]","[50468, 56286, 408775928]"
,"[83769, 27222, 388271082]","[36592, 11348, 460191325]"
,"[1971, 4784, 443220164]","[27506, 39381, 149014617]"
,"[14267, 66880, 325674554]","[26878, 4151, 673922778]"
,"[65614, 74137, 519017408]","[78781, 58942, 560701526]"
,"[39496, 19080, 134812660]","[15960, 15121, 621271283]"
,"[30840, 41052, 927814314]","[97473, 98991, 882502310]"
,"[35635, 27456, 330282481]","[34085, 46871, 279224910]"
,"[7031, 40270, 779599059]","[93159, 35577, 549459588]"
,"[54955, 96851, 809493992]","[70860, 5427, 580583706]"
,"[49598, 71786, 163595706]","[89328, 62984, 246998207]"
,"[14478, 19767, 93287388]","[98071, 50738, 71139851]"
,"[44076, 83518, 464740835]","[23766, 82699, 451417383]"
,"[33132, 79246, 792695043]","[13315, 23390, 775573996]"
,"[98462, 46698, 175693104]","[52967, 25286, 616969040]"
,"[46781, 33656, 617221215]","[69280, 25183, 212046247]"
,"[22553, 2253, 429141770]","[48993, 7681, 279740478]"
,"[86497, 90565, 296795420]","[93555, 78975, 237100564]"
,"[37100, 84255, 878707718]","[50712, 61984, 478285963]"
,"[11526, 16216, 108528826]","[60779, 56106, 226910637]"
,"[87894, 93094, 657622967]","[97969, 79644, 577290990]"
,"[64626, 25633, 587016783]","[43655, 61909, 893220822]"
,"[72146, 10526, 570367815]","[17302, 57217, 161607868]"
,"[19235, 60764, 267445076]","[53572, 6197, 402186267]"
,"[330, 87646, 460672284]","[55524, 9036, 292804229]"
,"[30605, 40202, 241964826]","[15407, 72938, 661021092]"
,"[44218, 88757, 630028058]","[19624, 29030, 324251366]"
,"[37683, 65594, 938913690]","[8558, 82646, 798088634]"
,"[65888, 23431, 777405891]","[8676, 11525, 623674744]"
,"[8489, 69236, 554928235]","[83122, 53530, 764870825]"
,"[36336, 76898, 860465291]","[21541, 74247, 740664223]"
,"[55020, 70364, 24909843]","[93205, 76447, 179077916]"
,"[34035, 2396, 372928463]","[69522, 87841, 333837659]"
,"[12889, 13206, 46968042]","[20070, 43685, 52774450]"
,"[23821, 11941, 172870139]","[68279, 63465, 448797624]"
,"[48636, 40763, 210532122]","[30548, 79102, 481262957]"
,"[86050, 98271, 299537352]","[84417, 12393, 657937522]"
,"[10782, 95185, 200240084]","[91956, 14981, 35184354]"
,"[32392, 3841, 127199607]","[31407, 28944, 537912543]"
,"[92829, 52618, 54715417]","[75100, 21289, 578641890]"
,"[40757, 80124, 798836186]","[1612, 65370, 650762381]"
,"[69191, 55559, 4500358]","[66807, 36529, 133936739]"
,"[31420, 65099, 152769431]","[81864, 61187, 85463594]"
,"[13170, 93523, 783810900]","[3105, 94139, 166413748]"
,"[84129, 66222, 413444891]","[84951, 38054, 921762428]"
,"[6929, 7661, 217578494]","[90527, 43678, 925408559]"
,"[21385, 8189, 750403120]","[9222, 75868, 622580259]"
,"[26429, 13767, 638526882]","[14356, 62636, 247688481]"
,"[58552, 72189, 889135497]","[78098, 31671, 73840030]"
,"[77624, 81644, 648959711]","[54591, 75633, 492637620]"
,"[6487, 10509, 96062788]","[91849, 93616, 281693699]"
,"[36178, 4251, 14180195]","[86077, 54552, 909350691]"
,"[27506, 39035, 986751110]","[93298, 22369, 495711762]"
,"[62238, 15306, 258451663]","[96573, 74789, 591926726]"
,"[14016, 98331, 740730297]","[71237, 58686, 496374274]"
,"[65061, 97981, 106194605]","[87811, 80382, 38658901]"
,"[77292, 61162, 818113518]","[75036, 99479, 95366835]"
,"[85489, 72715, 445539383]","[92430, 66000, 780229398]"
,"[5975, 98201, 112702394]","[22140, 38265, 727904106]"
,"[82620, 99309, 416562174]","[75722, 82066, 36714920]"
,"[20393, 99688, 380940553]","[50578, 59373, 418792785]"
,"[89619, 93754, 662325844]","[93049, 43989, 221374023]"
,"[98468, 6675, 774982329]","[31134, 52596, 240625093]"
,"[66496, 33865, 105787378]","[94442, 31835, 925186484]"
,"[76262, 84936, 305904045]","[2981, 12047, 613318372]"
,"[83379, 61165, 882052714]","[85587, 80983, 458515951]"
,"[68666, 43077, 931294619]","[47255, 57562, 193449371]"
,"[47796, 1235, 675046799]","[39466, 98490, 450581386]"
,"[15791, 10097, 221226279]","[97836, 60881, 300303360]"
,"[57350, 44659, 239934993]","[86625, 49683, 568896048]"
,"[44262, 69482, 177863693]","[67183, 47815, 36954903]"
,"[92558, 15647, 24302874]","[94285, 13009, 947686149]"
,"[61937, 21819, 599267886]","[56865, 23353, 700453290]"
,"[69269, 88604, 931179342]","[54677, 8817, 727352380]"
,"[58148, 68496, 799591246]","[36226, 67173, 121379348]"
,"[453, 61823, 147748825]","[41038, 17708, 758670859]"
,"[61339, 78478, 816529975]","[15785, 32691, 914218208]"
,"[7371, 93724, 243414700]","[68057, 6649, 187754384]"
,"[61334, 14673, 446141625]","[23190, 43963, 932473689]"
,"[13865, 55935, 29517567]","[85273, 9267, 520201073]"
,"[72420, 90473, 549740480]","[46773, 98941, 52507177]"
,"[14557, 80683, 504638957]","[80494, 36116, 192052341]"
,"[20267, 17010, 959664569]","[17588, 10741, 358716302]"
,"[26581, 88715, 639651512]","[405, 44282, 951891649]"
,"[99374, 77080, 680476645]","[95265, 65139, 271948416]"
,"[50357, 32940, 516600572]","[35172, 43943, 352493434]"
,"[64279, 15809, 574960655]","[2161, 89572, 58557623]"
,"[25947, 63591, 363835271]","[81292, 71539, 405320535]"
,"[29712, 5284, 480401430]","[12864, 78330, 69192629]"
,"[54948, 73355, 926951828]","[71767, 72389, 41297754]"
,"[13899, 914, 195486702]","[97507, 18106, 336860428]"
,"[37590, 71700, 16024902]","[36205, 3030, 358259736]"
,"[88307, 94738, 769140628]","[60142, 60136, 869898718]"
,"[71963, 48016, 842219607]","[63374, 87523, 946207771]"
,"[46123, 61016, 931075441]","[81377, 1, 840926364]"
,"[65601, 4125, 15816736]","[42568, 42439, 335243919]"
,"[22245, 85371, 275836936]","[80105, 52316, 34145903]"
,"[87704, 38425, 208471971]","[14353, 41597, 338041288]"
,"[17688, 27955, 940961798]","[76283, 66726, 621480786]"
,"[51807, 24408, 174235289]","[86360, 20571, 531833556]"
,"[15930, 51210, 628225073]","[4435, 46602, 898452962]"
,"[4987, 50390, 646891674]","[73000, 72968, 935565787]"
,"[87672, 50125, 592153619]","[63949, 34392, 829918085]"
,"[46191, 59754, 278723624]","[31856, 30002, 968479899]"
,"[52220, 87343, 506977734]","[25352, 47708, 738557404]"
,"[2611, 50978, 859902940]","[54459, 41688, 729657917]"
,"[57997, 89422, 732978140]","[48124, 75291, 312454077]"
,"[46728, 8689, 469150721]","[84555, 67201, 578340275]"
,"[81231, 90451, 127124775]","[36552, 63651, 371761031]"
,"[32231, 75768, 912363224]","[43485, 48166, 801537793]"
,"[47798, 91354, 803768567]","[33843, 12729, 260063516]"
,"[18617, 11723, 345588171]","[94303, 89049, 199916920]"
,"[7198, 96442, 123952833]","[49552, 2091, 887103718]"
,"[53290, 39084, 884174241]","[38674, 78450, 897107951]"
,"[19030, 50907, 78060640]","[38361, 29939, 943632580]"
,"[578, 62959, 996157158]","[41193, 20161, 665796224]"
,"[1264, 28519, 212198176]","[19446, 32597, 62416366]"
,"[47707, 6084, 873349522]","[85023, 41820, 434947109]"
,"[85036, 68508, 823392215]","[8598, 91090, 679471008]"
,"[33820, 20518, 302869606]","[91578, 13032, 965991719]"
,"[27771, 92119, 803220735]","[46188, 23041, 523779895]"
,"[91073, 14746, 665722918]","[18865, 63784, 990628333]"
,"[70542, 29115, 620501770]","[59213, 27606, 555867130]"
,"[17950, 37821, 581784789]","[22699, 456, 155448572]"
,"[38382, 65980, 70822312]","[92382, 52435, 909493490]"
,"[28887, 3091, 10972457]","[33708, 3497, 501097728]"
,"[39508, 14042, 793055199]","[54153, 46502, 787686238]"
,"[55716, 78733, 869053254]","[45084, 71604, 822077761]"
,"[9777, 2027, 339724202]","[4710, 30293, 669963662]"
,"[29967, 6140, 158226710]","[69173, 43112, 752177798]"
,"[13229, 48273, 978814417]","[66470, 90893, 867410831]"
,"[9341, 49421, 511392278]","[57630, 21853, 690647949]"
,"[94331, 47805, 819963658]","[1158, 7914, 16525162]"
,"[93625, 72096, 416756517]","[808, 24414, 218723471]"
,"[91525, 38115, 434092212]","[99986, 96126, 307571925]"
,"[93443, 32121, 248129276]","[11527, 37484, 220677201]"
,"[87522, 80539, 926104217]","[19310, 26299, 371389027]"
,"[43253, 30496, 332707699]","[28126, 48624, 378656274]"
,"[72083, 11890, 100365231]","[82861, 58016, 389354589]"
,"[411, 42710, 18335197]","[46417, 14189, 960008690]"
,"[15530, 99752, 296500149]","[38124, 97259, 150643495]"
,"[65361, 55130, 278718331]","[93799, 2149, 839936504]"
,"[20377, 64301, 542845582]","[29801, 31632, 583513230]"
,"[76704, 55638, 918610534]","[30777, 29786, 519400627]"
,"[16027, 41950, 507298617]","[78368, 1759, 547339720]"
,"[32346, 72326, 361808086]","[35100, 49666, 13376989]"
,"[42067, 97577, 821324846]","[76716, 92104, 952140373]"
,"[14570, 17932, 586272336]","[30770, 95402, 445249462]"
,"[10008, 58856, 974535997]","[98033, 92526, 474309450]"
,"[64576, 43190, 866702930]","[41183, 97977, 547686854]"
,"[12908, 17561, 251481311]","[89017, 37328, 343922114]"
,"[77630, 48773, 821495019]","[98484, 91019, 529474575]"
,"[73765, 65241, 544053874]","[56553, 76017, 327254958]"
,"[12905, 44743, 388995821]","[10647, 41095, 588020443]"
,"[34025, 20285, 404135529]","[54031, 60690, 704917801]"
,"[83819, 5978, 818650005]","[55143, 46441, 115817546]"
,"[88007, 78454, 495918163]","[13244, 82132, 89562876]"
,"[21073, 29764, 788504452]","[83068, 63765, 81814586]"
,"[50246, 2472, 164828265]","[14178, 71908, 830863912]"
,"[38749, 38367, 467219083]","[10343, 22562, 833241185]"
,"[99402, 96750, 904708910]","[78562, 66478, 535249886]"
,"[48471, 36724, 454033343]","[8962, 49932, 646516785]"
,"[60630, 61415, 151769572]","[36807, 47193, 886615431]"
,"[4807, 46937, 69425842]","[44989, 47255, 884336375]"
,"[57873, 13336, 29330837]","[86128, 36398, 570724352]"
,"[60383, 26682, 65655154]","[12734, 17649, 747585816]"
,"[65541, 60797, 131536645]","[37817, 37075, 262609682]"
,"[47402, 50367, 864908667]","[18421, 21192, 177607838]"
,"[34547, 98919, 700443356]","[93181, 87154, 964036724]"
,"[63004, 69672, 688501873]","[90378, 2871, 752035706]"
,"[98649, 30130, 516635641]","[82294, 85286, 568244780]"
,"[87107, 94720, 65714544]","[63794, 59189, 718978140]"
,"[28378, 12806, 522564353]","[45100, 38209, 431837455]"
,"[41687, 40225, 245104027]","[87194, 91283, 134911460]"
,"[69478, 2090, 833563701]","[76330, 49161, 639489191]"
,"[24341, 57973, 318371806]","[28642, 38550, 482445072]"
,"[9554, 39546, 540365794]","[22737, 12231, 902728987]"
,"[42508, 92494, 492867626]","[43704, 3819, 569371445]"
,"[88043, 23732, 411589554]","[35370, 19343, 118918962]"
,"[6528, 21233, 604111299]","[33272, 45219, 76757467]"
,"[22643, 43559, 278700608]","[6259, 4655, 643007231]"
,"[98532, 51698, 735782862]","[64255, 95162, 983801943]"
,"[69216, 52799, 158377530]","[27238, 42574, 189682018]"
,"[59096, 24371, 595927285]","[1900, 4838, 38247257]"
,"[67658, 39355, 49062747]","[51026, 25405, 969238831]"
,"[58811, 54607, 460217321]","[25910, 31888, 599253237]"
,"[32856, 17839, 11044077]","[86460, 70891, 503612678]"
,"[58368, 85551, 958172838]","[1043, 7510, 884429338]"
,"[49446, 89547, 222129723]","[5496, 64159, 885582997]"
